Filename,Title,Keywords,Category,Releases
tank33-s1.jpg,tank33 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank33,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
tank34-s1.jpg,tank34 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank34,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
tank35-s1.jpg,tank35 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank35,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
tank36-s1.jpg,tank36 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank36,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
tank37-s1.jpg,tank37 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank37,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
tank38-s1.jpg,tank38 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank38,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
tank39-s1.jpg,tank39 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank39,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
tank40-s1.jpg,tank40 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank40,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
tank41-s1.jpg,tank41 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank41,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
tank42-s1.jpg,tank42 word or concept represented by wooden letter tiles on a wooden table with glasses and a book,"tank42,armour,tank,combat vechicle,tracks,weapon,cannon,afv,wood,wooden,brown table,tiles,concept,alphabet,letters,lettering,word,background,buzzword",8,
